policy_number,age,months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,property_damage,police_report_available,total_claim_amount,auto_make,auto_year,vehicle_claim,property_claim,injury_claim,fraud_reported
POL22655767,63,111,NY,500/1000,500,3385.93,F,PhD,Construction,11970.41713342975,18688.777881989074,Single Vehicle Collision,Trivial Damage,3,1,2,1,NO,NO,4128.77,Chevrolet,2008,2914.65,1387.05,199.8,N
POL69523668,60,13,IN,100/300,500,1355.93,M,MS,Medical,6442.85989558222,25234.874197013116,Multi-Vehicle Collision,Major Damage,17,2,0,1,NO,NO,11378.8,Mazda,2016,6000.27,2815.43,1141.25,N
POL78878836,29,90,NY,100/300,1500,3978.71,F,PhD,Medical,15367.68201430539,20881.021937933972,Fire Damage,Major Damage,13,1,0,2,NO,YES,11968.82,Audi,2014,7004.89,1544.23,1810.17,N
POL19689313,43,152,NY,500/1000,500,1987.52,F,MS,Construction,39723.58737848518,2072.2860476084948,Parked Car Damage,Trivial Damage,23,1,1,0,YES,YES,32259.205379534076,Nissan,2020,2211.24,644.82,269.92,Y
POL50305872,30,76,OH,100/300,1500,4694.8,M,MS,Education,44155.80417857665,5783.278564743278,Single Vehicle Collision,Minor Damage,0,2,0,0,YES,YES,6965.72,Mercedes,2019,5101.5,2231.46,81.15,N
POL10552472,57,84,IL,250/500,1000,2803.42,M,High School,Construction,20718.166593559712,26207.50542069628,Multi-Vehicle Collision,Trivial Damage,2,1,1,0,YES,YES,2976.69,Ford,2011,1220.44,892.21,590.93,N
POL86333021,35,108,NY,500/1000,1500,4312.07,M,BS,Tech,39062.88513266881,14136.695356946098,Parked Car Damage,Trivial Damage,15,2,1,0,YES,YES,12515.354111245466,Nissan,2018,1363.69,695.46,597.07,Y
POL26065019,42,30,IN,500/1000,2000,3271.52,F,High School,Medical,16611.201571021196,17954.088994883525,Parked Car Damage,Trivial Damage,22,1,1,0,YES,NO,2869.11,BMW,2024,1511.59,1003.9,557.86,N
POL17920252,50,228,IL,500/1000,1500,2995.71,F,MS,Finance,25439.528971286963,733.5848018610891,Hit and Run,Minor Damage,3,2,0,0,YES,NO,6412.19,Ford,2016,4347.78,855.61,441.66,N
POL13109622,64,239,IN,100/300,1500,3569.59,F,BS,Legal,1009.2233213709944,14619.499463856686,Parked Car Damage,Major Damage,22,2,1,0,YES,NO,9215.23,Ford,2013,6791.44,2384.11,559.88,N
POL72847657,57,121,NY,100/300,500,4151.71,M,BS,Tech,35599.79376584233,12925.693832866207,Hit and Run,Trivial Damage,13,1,0,0,YES,NO,643.31,Ford,2013,380.01,214.74,54.92,N
POL04120092,60,106,IL,100/300,1500,3400.28,F,High School,Education,35935.546959615545,20585.880681212955,Multi-Vehicle Collision,Major Damage,15,2,2,0,YES,NO,6927.94,BMW,2023,2866.38,2524.94,1248.04,N
POL82066784,29,53,NY,250/500,2000,4087.58,M,High School,Other,5010.18631668469,8233.422266283476,Vehicle Rollover,Minor Damage,6,1,2,0,NO,NO,3300.55,Audi,2017,1854.69,1305.8,908.67,N
POL98436241,61,132,OH,100/300,1500,1357.09,F,PhD,Medical,17940.25715592085,22316.72713552503,Broken Windshield,Minor Damage,21,1,1,1,YES,YES,2438.54,Ford,2015,1678.11,917.29,661.24,N
POL86236903,53,140,IL,500/1000,1500,1748.82,F,BS,Education,24177.33382290382,20126.8758016487,Hit and Run,Minor Damage,10,2,1,2,YES,YES,3018.0,Mercedes,2012,1535.24,1169.77,185.65,N
POL62891775,65,155,IN,100/300,1000,1533.75,F,MS,Education,38705.32234352807,15291.350859756607,Vehicle Rollover,Minor Damage,2,1,0,0,NO,YES,2926.75,Audi,2025,1575.64,317.89,330.7,N
POL66205634,21,42,OH,100/300,1500,4092.36,F,PhD,Medical,41180.32659144748,11269.52753088376,Vehicle Rollover,Trivial Damage,14,3,0,1,YES,YES,1033.76,BMW,2014,808.23,341.66,264.28,N
POL11159503,22,88,PA,100/300,1500,887.58,F,PhD,Education,35957.93558042986,9059.746607932457,Parked Car Damage,Total Loss,7,2,0,0,YES,NO,12285.77,Mercedes,2013,5983.3,1469.69,3431.63,N
POL42811390,73,114,IN,100/300,1500,4081.38,F,PhD,Legal,10792.347592089307,16052.985852327487,Single Vehicle Collision,Major Damage,19,1,1,2,YES,YES,11769.66,Mazda,2016,6979.52,1247.09,2481.4,N
POL43830341,54,98,NY,500/1000,2000,2250.69,F,PhD,Legal,17817.036339985625,17304.717552918344,Vehicle Rollover,Minor Damage,12,3,1,0,YES,YES,2461.42,Mazda,2011,1334.07,286.26,563.1,N
POL99097005,25,46,IN,100/300,500,857.78,M,High School,Finance,12365.143544720691,13443.96196747453,Fire Damage,Minor Damage,17,1,0,0,YES,YES,1958.19,Toyota,2008,814.17,231.87,439.6,N
POL14054683,59,230,PA,500/1000,1000,2409.92,F,BS,Finance,31859.26545640694,9617.234041023456,Single Vehicle Collision,Major Damage,1,1,2,1,YES,YES,8176.69,Chevrolet,2025,4185.07,2901.75,400.33,N
POL56521568,66,70,IN,100/300,1000,1852.26,M,PhD,Other,32367.47894478816,26397.01174465276,Hit and Run,Major Damage,0,1,3,2,NO,YES,3559.51,BMW,2019,2079.05,992.33,51.04,N
POL18209679,45,165,OH,250/500,1500,3163.78,F,BS,Retail,808.4579712207607,9306.387854138571,Fire Damage,Minor Damage,16,1,0,0,YES,YES,5525.42,Honda,2019,3891.31,1131.08,1401.18,N
POL04227113,48,223,IN,250/500,1500,2626.37,M,MS,Legal,36585.56361752144,20164.97698505555,Vehicle Rollover,Minor Damage,16,1,0,0,NO,NO,4849.25,Toyota,2020,3470.26,1400.81,304.58,N
POL32288985,26,66,IL,500/1000,500,1835.5,M,BS,Medical,11475.524286991213,27144.76414592989,Fire Damage,Major Damage,8,1,2,1,YES,YES,11131.29,Chevrolet,2006,8121.54,3044.91,3280.47,N
POL72545960,71,61,PA,500/1000,1500,4380.2,M,High School,Medical,40068.79417354146,19405.491382424792,Vehicle Rollover,Minor Damage,18,1,0,2,YES,YES,2184.19,Ford,2017,1548.5,776.43,574.44,N
POL63399129,68,6,IN,250/500,2000,2330.7,F,BS,Legal,41640.728806165964,10977.693300150753,Vehicle Rollover,Total Loss,6,1,0,0,YES,YES,192068.32086714363,BMW,2016,7968.91,2366.4,4016.67,Y
POL71024817,46,166,PA,250/500,500,2618.1,M,MS,Medical,39848.80249689887,8916.236638419734,Single Vehicle Collision,Major Damage,11,2,2,2,YES,YES,8773.57,Ford,2012,4547.09,2011.89,2252.63,N
POL17524214,31,36,OH,100/300,1500,4309.83,M,MS,Retail,20405.65094938492,25602.05235906682,Hit and Run,Minor Damage,10,1,1,0,NO,YES,3585.69,Nissan,2017,1463.97,516.01,626.91,N
POL95511274,57,6,IL,250/500,500,900.75,M,PhD,Construction,17415.112592267935,14698.691727311616,Single Vehicle Collision,Major Damage,20,1,0,0,YES,YES,16732.041340650685,Chevrolet,2014,2895.03,1104.43,597.46,Y
POL74721970,58,85,NY,500/1000,1000,2254.52,F,MS,Other,21756.054232483424,17801.03884838671,Multi-Vehicle Collision,Total Loss,11,1,0,1,YES,YES,6563.23,Honda,2018,5183.4,1508.68,868.0,N
POL54669275,39,125,IN,500/1000,1500,2312.86,M,PhD,Other,26361.83340033466,17888.994178344376,Fire Damage,Minor Damage,22,1,2,1,NO,NO,3590.49,Toyota,2018,2337.55,565.72,980.98,N
POL89551687,28,4,OH,250/500,500,2731.22,M,High School,Finance,12495.996270397125,16014.051936354532,Multi-Vehicle Collision,Minor Damage,14,1,0,0,YES,NO,17114.578518812003,Mercedes,2011,1645.97,815.51,322.41,Y
POL40903802,40,208,PA,500/1000,500,977.54,M,High School,Finance,46581.819673773214,27939.78977164146,Broken Windshield,Minor Damage,6,1,0,0,YES,YES,4759.16,Mazda,2020,3357.84,1540.64,1142.36,N
POL14629613,18,51,PA,100/300,1500,961.97,M,High School,Medical,25203.248005017154,27931.02527750477,Parked Car Damage,Total Loss,21,1,0,0,NO,YES,9976.77,Mazda,2022,7204.87,1310.49,2584.83,N
POL67157787,63,90,OH,100/300,500,2373.87,F,BS,Education,3659.850280733673,1212.6446989075723,Theft,Major Damage,12,1,1,2,YES,YES,3371.19,BMW,2007,2382.71,1126.82,253.08,N
POL11216636,54,32,IN,250/500,1500,648.63,M,MS,Tech,49860.10453942136,15169.981516057225,Vehicle Rollover,Major Damage,13,1,1,1,YES,YES,82088.12660733335,Chevrolet,2012,6318.19,2398.33,1933.9,Y
POL51559737,38,237,NY,500/1000,1500,1647.43,M,MS,Tech,24205.202019262186,16967.030285804954,Multi-Vehicle Collision,Trivial Damage,20,1,0,0,YES,NO,2157.3,Mercedes,2006,1140.35,560.36,52.46,N
POL14708272,43,80,IN,250/500,2000,1405.3,M,MS,Medical,47349.44347401394,27766.753991820107,Multi-Vehicle Collision,Minor Damage,22,1,2,1,NO,YES,4116.33,Chevrolet,2009,1766.07,541.83,634.53,N
POL35909605,63,41,IL,500/1000,2000,2702.24,M,PhD,Medical,19514.185888643315,2089.729816133793,Broken Windshield,Trivial Damage,10,3,0,1,YES,YES,3147.45,Chevrolet,2015,2364.34,1053.43,301.8,N
POL67303064,53,203,IN,500/1000,500,550.22,M,PhD,Finance,11238.040130286403,23672.23560330743,Single Vehicle Collision,Minor Damage,16,1,0,1,NO,YES,2111.74,Chevrolet,2010,1568.8,643.94,610.94,N
POL42121461,71,4,IL,500/1000,500,3540.8,F,High School,Legal,36844.00550616631,19272.560709122332,Hit and Run,Minor Damage,14,3,0,0,YES,NO,2898.6,Chevrolet,2025,1830.55,910.37,779.8,Y
POL47683420,40,237,PA,100/300,500,4350.14,M,MS,Finance,21624.71567575271,21974.976508765685,Vehicle Rollover,Trivial Damage,7,1,0,1,YES,YES,1221.44,Nissan,2015,764.04,403.61,18.77,N
POL16542356,74,5,IL,500/1000,1000,3680.34,F,BS,Education,44072.930879239815,8751.161009932259,Vehicle Rollover,Major Damage,1,1,2,1,YES,YES,8048.24,Nissan,2017,6199.96,2077.23,701.64,Y
POL77826596,18,154,NY,100/300,1500,4181.35,M,BS,Finance,23224.55468414695,22398.38203265577,Parked Car Damage,Minor Damage,14,2,0,0,NO,YES,58535.316564612345,Toyota,2007,3910.69,984.68,107.1,Y
POL08931992,71,239,OH,500/1000,1500,3394.92,M,High School,Tech,16917.033030612205,8480.16860726698,Hit and Run,Minor Damage,14,1,1,0,YES,YES,3344.54,Honda,2008,2664.42,1135.42,975.27,N
POL55027275,72,135,IL,250/500,1000,2783.15,F,PhD,Legal,48333.89798166869,20270.02718805796,Vehicle Rollover,Trivial Damage,12,1,0,1,YES,YES,1070.3,Ford,2017,564.47,182.08,36.27,N
POL16480727,68,150,IN,100/300,1000,1485.6,F,PhD,Tech,41518.73075983501,23610.673953020058,Single Vehicle Collision,Major Damage,4,2,2,2,NO,NO,9271.28,Mazda,2007,6012.04,1652.98,1196.16,N
POL91033682,57,105,IL,100/300,500,1758.32,F,PhD,Finance,10279.965368410121,23499.19962638072,Vehicle Rollover,Minor Damage,14,1,3,2,YES,NO,7483.31,BMW,2023,5778.06,2636.82,1425.53,N
POL96353390,32,124,PA,100/300,1500,1929.69,M,High School,Tech,24442.761191654015,16331.183642008084,Multi-Vehicle Collision,Minor Damage,2,2,2,2,YES,YES,1908.73,Nissan,2006,1079.76,397.28,420.5,N
POL55044817,38,9,IL,250/500,2000,671.08,F,High School,Construction,5665.829616023371,12407.016871285745,Vehicle Rollover,Minor Damage,23,2,1,0,NO,NO,2114.66,BMW,2010,1352.53,561.71,76.5,Y
POL76655868,64,63,NY,100/300,2000,4608.9,F,MS,Tech,5387.226947580825,7306.6209630356025,Multi-Vehicle Collision,Minor Damage,15,1,1,0,NO,YES,5976.4,BMW,2024,2908.98,796.62,529.72,N
POL51276528,26,122,IL,250/500,1000,4551.36,M,MS,Tech,42670.00344550323,1004.8584373455105,Theft,Major Damage,9,1,2,2,NO,YES,4860.91,Honda,2009,2577.98,1564.16,1311.17,N
POL92866464,70,6,NY,500/1000,1000,985.0,M,MS,Other,46591.29036504311,1466.8519721836103,Hit and Run,Minor Damage,23,2,0,0,YES,YES,5742.77,Mazda,2016,4040.07,970.81,783.67,Y
POL91111096,26,113,IN,500/1000,1500,3005.12,M,BS,Tech,36941.63350129305,12555.46924879354,Fire Damage,Trivial Damage,9,1,0,0,NO,NO,7303.422011401859,Mazda,2014,872.94,583.7,70.39,Y
POL17981789,27,19,PA,250/500,1500,2604.39,M,BS,Retail,49461.83506621366,2848.097956456789,Multi-Vehicle Collision,Trivial Damage,15,1,0,1,NO,YES,3430.38,BMW,2006,2513.1,1122.83,669.2,N
POL04633786,69,15,OH,100/300,2000,3575.36,F,MS,Medical,2263.942030949695,3358.9032780716298,Hit and Run,Minor Damage,16,2,2,0,YES,YES,5537.7,Ford,2007,3729.3,1180.37,299.82,N
POL13715766,74,144,IN,100/300,1500,3213.58,F,BS,Legal,16575.470883424005,5841.039912985167,Fire Damage,Trivial Damage,7,1,0,1,YES,YES,3697.81,Nissan,2011,1505.15,915.25,212.66,N
POL05384444,70,207,IN,250/500,500,1059.45,F,BS,Education,6606.215513341735,14439.22350677085,Broken Windshield,Trivial Damage,17,2,0,0,YES,YES,3684.29,Mazda,2006,2354.94,1381.49,742.0,N
POL63060002,43,18,OH,500/1000,1000,3470.35,M,PhD,Retail,39100.925162712054,17752.5187902293,Theft,Trivial Damage,3,1,3,1,YES,NO,4641.444844285397,Audi,2016,286.59,183.55,62.17,Y
POL58955296,58,119,IL,250/500,2000,3239.93,M,PhD,Legal,44520.651242951004,20827.993996147547,Theft,Trivial Damage,21,1,0,2,YES,YES,3129.35,Ford,2023,1945.23,791.35,36.5,N
POL38639609,52,135,IL,100/300,2000,2890.51,M,High School,Education,22355.926966352814,14586.600235526945,Fire Damage,Minor Damage,23,1,0,0,NO,NO,3547.37,Mazda,2018,1693.75,416.95,456.23,N
POL62626582,69,165,IL,100/300,500,2310.83,M,PhD,Retail,41460.24101508456,19942.0984351445,Parked Car Damage,Trivial Damage,21,1,2,0,NO,NO,3442.97,Mercedes,2018,2605.86,446.32,635.67,N
POL63128196,42,37,PA,100/300,1500,4797.14,F,MS,Other,42381.080729920075,25863.245179186008,Theft,Minor Damage,22,1,2,0,NO,NO,67564.68737003209,Nissan,2024,4204.2,856.86,729.94,Y
POL48253110,43,180,IN,100/300,1500,4322.48,F,PhD,Retail,6984.523068375704,11224.890704047279,Fire Damage,Minor Damage,19,1,1,2,YES,YES,3507.51,Mazda,2007,1970.2,457.33,679.57,N
POL60920981,28,92,NY,500/1000,1000,3132.88,M,BS,Education,18849.2815620043,20647.16809038504,Multi-Vehicle Collision,Trivial Damage,1,3,0,0,NO,NO,1157.21,Honda,2020,789.13,216.17,289.17,N
POL96027523,55,104,OH,500/1000,500,528.7,M,BS,Medical,9401.411560469414,19755.17414570882,Theft,Total Loss,22,1,0,2,YES,YES,14270.12,Toyota,2011,8443.35,4636.96,893.84,N
POL34383640,19,99,IN,500/1000,2000,2444.55,M,MS,Legal,33502.548045570366,19094.869762613715,Hit and Run,Trivial Damage,4,1,0,1,YES,NO,863.21,Audi,2008,469.58,198.0,29.67,N
POL41209117,24,89,IL,100/300,500,3651.53,M,MS,Finance,19366.554735887326,17504.878782380838,Single Vehicle Collision,Trivial Damage,10,1,2,0,YES,NO,1022.5,Ford,2020,558.68,192.43,208.11,N
POL91124421,35,158,OH,100/300,2000,1027.82,F,PhD,Retail,33388.740733299004,21784.734497163125,Theft,Minor Damage,14,1,0,0,NO,NO,7167.11,Honda,2007,4485.42,962.97,1016.76,N
POL17536170,44,43,NY,100/300,500,2329.47,M,PhD,Legal,43793.81389107415,24556.29913815436,Hit and Run,Minor Damage,18,1,1,0,YES,NO,1484.36,Mazda,2024,600.42,528.3,114.31,N
POL61713665,51,187,IN,250/500,1500,1362.76,F,PhD,Legal,20637.617185755276,11763.88436406476,Parked Car Damage,Major Damage,16,1,3,0,YES,YES,7579.56,Honda,2011,5087.31,1472.36,1437.14,Y
POL72240299,44,75,IN,100/300,2000,2021.64,M,High School,Medical,48596.18793123433,19642.895902674532,Multi-Vehicle Collision,Trivial Damage,21,1,1,0,NO,YES,3618.76,Ford,2019,2653.95,1349.71,595.21,N
POL01557998,34,144,PA,500/1000,1000,620.01,M,High School,Finance,20430.703703047988,7455.327222697327,Single Vehicle Collision,Trivial Damage,19,3,0,1,NO,YES,2352.57,BMW,2006,1881.03,644.45,196.99,N
POL02841390,60,10,IN,500/1000,500,1070.3,M,MS,Legal,10686.732757480211,22680.18709802965,Hit and Run,Major Damage,17,1,0,0,YES,YES,57893.26920612578,Toyota,2008,6934.51,2749.59,1106.02,Y
POL80882351,61,0,IN,500/1000,1500,2546.41,M,PhD,Education,26463.641572018787,26411.799528744512,Multi-Vehicle Collision,Major Damage,14,2,0,0,YES,NO,62444.27620935321,Mercedes,2020,3411.5,2871.89,330.29,Y
POL30523124,68,166,NY,250/500,2000,4541.85,M,BS,Retail,19951.926689419903,22844.178079691184,Parked Car Damage,Trivial Damage,6,1,0,1,NO,YES,4492.71,Chevrolet,2011,2373.1,1555.51,1282.39,N
POL47315847,71,169,NY,500/1000,1500,2707.62,M,High School,Finance,6250.075409711486,14732.722123735084,Vehicle Rollover,Minor Damage,17,1,1,1,YES,NO,1056.5,Toyota,2011,748.98,266.59,4.66,N
POL76863423,41,175,OH,250/500,500,2538.85,M,MS,Medical,1159.5971789728765,4003.1270392516803,Broken Windshield,Trivial Damage,17,1,0,0,YES,YES,1273.02,Mazda,2025,841.68,499.59,70.17,N
POL46199423,42,11,IL,250/500,1000,4044.06,M,High School,Legal,37200.20862833591,26193.09252939327,Parked Car Damage,Total Loss,22,1,1,0,YES,YES,13499.83,BMW,2014,5644.94,4609.17,1795.32,Y
POL76769459,24,95,NY,250/500,1000,1705.24,F,PhD,Other,46642.97433620359,24438.648678098627,Parked Car Damage,Total Loss,23,1,0,0,NO,YES,12248.44,Ford,2020,8433.1,4662.47,99.81,N
POL19663955,69,8,OH,100/300,500,927.81,M,BS,Finance,22023.72596471367,20940.114314159837,Multi-Vehicle Collision,Total Loss,22,3,2,0,NO,YES,16645.850445681237,Toyota,2006,2690.01,521.53,611.75,Y
POL17208496,23,102,IN,100/300,2000,1443.08,M,BS,Other,3270.3538675141253,25544.546253944318,Multi-Vehicle Collision,Trivial Damage,23,1,1,1,YES,NO,2601.92,BMW,2007,1704.7,498.34,739.5,N
POL49856012,70,145,OH,500/1000,1500,4060.85,M,MS,Other,37032.15546593264,15990.803947674909,Broken Windshield,Total Loss,19,2,1,1,NO,NO,3792.18,Ford,2022,2318.23,907.66,142.21,N
POL56253135,41,206,OH,500/1000,1500,3546.72,F,High School,Education,43353.59831040096,29723.471061997618,Hit and Run,Minor Damage,22,1,0,0,NO,YES,35040.08832255107,Honda,2012,2922.41,1807.6,1358.41,Y
POL52510505,50,223,OH,250/500,2000,911.9,F,PhD,Finance,16182.654307874667,25112.181790660044,Theft,Minor Damage,7,2,1,1,NO,YES,5065.51,Ford,2022,2509.69,1557.78,260.11,N
POL37953816,66,5,OH,100/300,500,3501.92,M,PhD,Tech,11100.7636455857,4907.888269585932,Single Vehicle Collision,Minor Damage,13,1,0,0,YES,NO,7085.851286520203,Honda,2011,662.78,254.48,262.26,Y
POL49383184,46,121,NY,500/1000,1500,4691.98,M,BS,Retail,16852.829960602183,12064.61399282508,Parked Car Damage,Minor Damage,1,2,2,2,NO,YES,3766.1,Nissan,2020,2637.4,1268.1,379.83,N
POL91966553,60,235,IL,500/1000,1500,702.3,F,BS,Medical,45415.76255907209,5104.050798296953,Fire Damage,Trivial Damage,9,1,0,1,NO,YES,3286.85,Toyota,2010,1637.78,976.94,438.35,N
POL30770461,39,170,OH,100/300,500,3273.88,F,PhD,Construction,20898.05641667717,6727.821803740334,Multi-Vehicle Collision,Minor Damage,15,1,0,0,NO,NO,6104.81,Toyota,2010,3935.57,1371.42,1789.62,N
POL17295963,43,115,PA,250/500,1500,2206.24,F,PhD,Other,32707.896507554284,15029.174094533133,Fire Damage,Trivial Damage,22,1,3,1,YES,YES,452.98,Audi,2012,267.52,114.89,131.48,N
POL90409074,45,4,IN,500/1000,2000,2754.64,M,High School,Medical,3717.7548621112223,10841.979353809238,Multi-Vehicle Collision,Total Loss,19,1,0,2,NO,YES,97237.12128516757,Honda,2024,6010.76,4510.01,3023.53,Y
POL26088050,67,225,IN,500/1000,2000,2876.8,M,MS,Other,14076.945424068605,27292.21435686869,Parked Car Damage,Minor Damage,18,1,0,1,NO,NO,7413.35,Toyota,2013,4141.26,2184.41,1130.93,N
POL17164455,38,229,IN,100/300,500,3969.71,F,High School,Retail,11401.293866741618,3.484193526336332,Hit and Run,Total Loss,5,3,0,1,YES,NO,9558.86,Toyota,2007,5942.89,2695.28,1745.25,N
POL61857906,66,1,IN,100/300,500,3006.56,F,High School,Retail,3131.212063691957,310.6601915009932,Multi-Vehicle Collision,Minor Damage,23,1,0,0,YES,NO,4238.85,Mercedes,2013,2900.64,545.81,533.99,Y
POL47715910,24,1,IN,250/500,2000,3168.89,M,PhD,Tech,6030.620558331468,27611.005327333707,Theft,Trivial Damage,23,2,0,0,NO,YES,1556.69,Honda,2018,1137.61,363.46,250.49,Y
POL30021563,34,196,OH,250/500,500,1998.1,M,High School,Tech,20830.217050298677,7170.54725839143,Vehicle Rollover,Major Damage,21,2,0,0,NO,NO,1416.76,BMW,2013,643.97,438.7,238.83,N
POL21358004,37,209,IL,500/1000,2000,1066.75,M,High School,Medical,27900.24246293311,74.14940108578793,Vehicle Rollover,Minor Damage,11,1,1,0,YES,YES,6825.16,BMW,2016,3507.04,1860.61,342.81,N
POL01041459,58,4,PA,250/500,2000,3572.3,M,High School,Construction,15595.94219176852,13128.487207421469,Theft,Trivial Damage,16,2,0,0,YES,YES,17115.035727925377,Honda,2023,2323.85,1061.71,516.34,Y
POL64229712,66,135,NY,500/1000,2000,502.17,F,BS,Finance,20975.083745296673,5869.456313419333,Single Vehicle Collision,Total Loss,4,2,2,1,NO,YES,12485.73,BMW,2022,6089.75,1426.41,1458.99,N
POL52967188,37,11,PA,500/1000,1500,1979.23,M,MS,Construction,37974.6291454707,1599.8969628136672,Fire Damage,Total Loss,23,1,1,0,YES,YES,105935.70280958057,Nissan,2007,7866.48,3664.17,802.91,Y
POL39774573,71,95,NY,100/300,500,1481.2,M,MS,Retail,12359.34148057426,15914.09637099432,Hit and Run,Major Damage,23,1,2,0,YES,NO,22516.9534955683,Toyota,2025,1071.99,597.75,285.22,Y
POL14415833,39,125,NY,500/1000,1500,2248.4,F,BS,Tech,1706.119234181519,4205.339865583596,Fire Damage,Total Loss,2,1,0,0,YES,YES,19748.94,Honda,2020,15206.78,6111.35,241.49,N
POL11703037,45,89,PA,100/300,500,1900.71,M,PhD,Other,12849.440889256459,25106.356190521416,Parked Car Damage,Major Damage,12,1,0,1,YES,NO,7626.1,Audi,2014,3344.88,2751.2,2272.35,N
POL63715398,57,85,OH,500/1000,1000,3668.98,F,PhD,Tech,46070.065849207815,9064.873989422525,Fire Damage,Minor Damage,8,1,0,1,YES,NO,5459.11,Ford,2018,3805.48,1071.73,336.88,N
POL85472812,66,158,IN,500/1000,1500,1670.93,F,MS,Tech,901.26165721926,6649.719401562705,Parked Car Damage,Major Damage,23,1,2,2,NO,NO,48271.53758778761,Ford,2007,5082.42,1701.25,1927.14,Y
POL35679836,24,234,OH,500/1000,1500,3023.38,M,MS,Other,6446.982477252861,22192.706661590273,Parked Car Damage,Trivial Damage,9,1,0,0,NO,NO,3756.77,Chevrolet,2022,2563.85,487.95,117.51,N
POL31462491,18,10,IN,250/500,1500,2550.97,M,PhD,Finance,3254.030520055573,25459.450430932906,Vehicle Rollover,Minor Damage,11,3,1,0,NO,YES,30390.88625960522,Ford,2014,4169.52,629.07,1669.54,Y
POL27113072,49,183,IL,250/500,1000,4104.76,F,High School,Legal,18846.34774402689,2793.0174635135572,Theft,Minor Damage,5,1,0,0,YES,NO,4503.02,BMW,2018,1810.5,1590.52,478.54,N
POL40787541,30,120,NY,100/300,500,2426.42,F,MS,Medical,32387.393719595442,4547.156691224208,Parked Car Damage,Minor Damage,23,1,1,0,YES,YES,32553.818834627262,Audi,2021,4609.65,2305.41,1671.13,Y
POL81563268,47,75,PA,500/1000,1000,4387.44,M,High School,Construction,45517.20815913526,14236.503756977338,Broken Windshield,Minor Damage,19,1,1,0,NO,NO,5998.02,Mercedes,2008,3236.81,2281.36,430.87,N
POL68507451,40,91,IL,100/300,500,500.66,M,MS,Other,39703.33418188151,17706.62417293942,Single Vehicle Collision,Minor Damage,17,1,0,2,NO,YES,4023.97,Mazda,2016,2351.02,1022.38,1183.4,N
POL06634362,68,69,IN,100/300,500,3221.76,M,BS,Legal,12535.295654525908,2497.9225454190123,Vehicle Rollover,Major Damage,8,1,1,0,YES,NO,1855.78,Audi,2023,1384.64,494.37,138.9,N
POL94897861,73,147,OH,500/1000,500,544.13,F,MS,Medical,31741.99714365591,11250.34101348508,Multi-Vehicle Collision,Total Loss,13,1,0,2,NO,YES,19711.33,Honda,2020,9774.3,4656.32,3783.4,N
POL03131009,36,7,PA,250/500,500,3712.7,M,BS,Tech,33192.23118249778,26928.05589626385,Hit and Run,Minor Damage,22,2,1,1,NO,YES,3127.66,Honda,2019,2462.75,735.79,213.58,Y
POL43181439,49,22,NY,250/500,500,1557.15,F,High School,Finance,4525.6236036914925,26282.440776176645,Broken Windshield,Major Damage,15,1,0,0,NO,YES,9976.33,Chevrolet,2007,7330.98,2761.19,1479.04,N
